Image_ID,Class,√ ,«¡∑π¿”,√÷¡æ,±∏∞£,±∏∞£
20201031_DWG_SN_2_test_image60.jpg,0,30,29.97,899.1,,
20201031_DWG_SN_2_test_image61.jpg,0,30.5,29.97,914.085,,
20201031_DWG_SN_2_test_image62.jpg,0,31,29.97,929.07,,
20201031_DWG_SN_2_test_image63.jpg,0,31.5,29.97,944.055,,
20201031_DWG_SN_2_test_image64.jpg,0,32,29.97,959.04,,
20201031_DWG_SN_2_test_image65.jpg,0,32.5,29.97,974.025,,
20201031_DWG_SN_2_test_image66.jpg,0,33,29.97,989.01,,
20201031_DWG_SN_2_test_image67.jpg,0,33.5,29.97,1003.995,,
20201031_DWG_SN_2_test_image68.jpg,0,34,29.97,1018.98,,
20201031_DWG_SN_2_test_image69.jpg,0,34.5,29.97,1033.965,,
20201031_DWG_SN_2_test_image70.jpg,0,35,29.97,1048.95,,
20201031_DWG_SN_2_test_image71.jpg,0,35.5,29.97,1063.935,,
20201031_DWG_SN_2_test_image72.jpg,0,36,29.97,1078.92,,
20201031_DWG_SN_2_test_image73.jpg,0,36.5,29.97,1093.905,,
20201031_DWG_SN_2_test_image74.jpg,0,37,29.97,1108.89,,
20201031_DWG_SN_2_test_image75.jpg,0,37.5,29.97,1123.875,,
20201031_DWG_SN_2_test_image76.jpg,0,38,29.97,1138.86,,
20201031_DWG_SN_2_test_image77.jpg,0,38.5,29.97,1153.845,,
20201031_DWG_SN_2_test_image78.jpg,0,39,29.97,1168.83,,
20201031_DWG_SN_2_test_image79.jpg,0,39.5,29.97,1183.815,,
20201031_DWG_SN_2_test_image80.jpg,0,40,29.97,1198.8,,
20201031_DWG_SN_2_test_image81.jpg,0,40.5,29.97,1213.785,,
20201031_DWG_SN_2_test_image82.jpg,0,41,29.97,1228.77,,
20201031_DWG_SN_2_test_image83.jpg,0,41.5,29.97,1243.755,,
20201031_DWG_SN_2_test_image84.jpg,0,42,29.97,1258.74,,
20201031_DWG_SN_2_test_image85.jpg,0,42.5,29.97,1273.725,,
20201031_DWG_SN_2_test_image86.jpg,0,43,29.97,1288.71,,
20201031_DWG_SN_2_test_image87.jpg,0,43.5,29.97,1303.695,,
20201031_DWG_SN_2_test_image88.jpg,0,44,29.97,1318.68,,
20201031_DWG_SN_2_test_image89.jpg,0,44.5,29.97,1333.665,,
20201031_DWG_SN_2_test_image90.jpg,0,45,29.97,1348.65,,
20201031_DWG_SN_2_test_image91.jpg,0,45.5,29.97,1363.635,,
20201031_DWG_SN_2_test_image92.jpg,0,46,29.97,1378.62,,
20201031_DWG_SN_2_test_image93.jpg,0,46.5,29.97,1393.605,,
20201031_DWG_SN_2_test_image94.jpg,0,47,29.97,1408.59,,
20201031_DWG_SN_2_test_image95.jpg,0,47.5,29.97,1423.575,,
20201031_DWG_SN_2_test_image96.jpg,0,48,29.97,1438.56,,
20201031_DWG_SN_2_test_image97.jpg,0,48.5,29.97,1453.545,,
20201031_DWG_SN_2_test_image98.jpg,0,49,29.97,1468.53,,
20201031_DWG_SN_2_test_image99.jpg,0,49.5,29.97,1483.515,,
20201031_DWG_SN_2_test_image100.jpg,0,50,29.97,1498.5,,
20201031_DWG_SN_2_test_image101.jpg,0,50.5,29.97,1513.485,,
20201031_DWG_SN_2_test_image102.jpg,0,51,29.97,1528.47,,
20201031_DWG_SN_2_test_image103.jpg,0,51.5,29.97,1543.455,,
20201031_DWG_SN_2_test_image104.jpg,0,52,29.97,1558.44,,
20201031_DWG_SN_2_test_image105.jpg,0,52.5,29.97,1573.425,,
20201031_DWG_SN_2_test_image106.jpg,0,53,29.97,1588.41,,
20201031_DWG_SN_2_test_image107.jpg,0,53.5,29.97,1603.395,,
20201031_DWG_SN_2_test_image108.jpg,0,54,29.97,1618.38,,
20201031_DWG_SN_2_test_image109.jpg,0,54.5,29.97,1633.365,,
20201031_DWG_SN_2_test_image110.jpg,0,55,29.97,1648.35,,
20201031_DWG_SN_2_test_image111.jpg,0,55.5,29.97,1663.335,,
20201031_DWG_SN_2_test_image112.jpg,0,56,29.97,1678.32,,
20201031_DWG_SN_2_test_image113.jpg,0,56.5,29.97,1693.305,,
20201031_DWG_SN_2_test_image114.jpg,0,57,29.97,1708.29,,
20201031_DWG_SN_2_test_image115.jpg,0,57.5,29.97,1723.275,,
20201031_DWG_SN_2_test_image116.jpg,0,58,29.97,1738.26,,
20201031_DWG_SN_2_test_image117.jpg,0,58.5,29.97,1753.245,,
20201031_DWG_SN_2_test_image118.jpg,0,59,29.97,1768.23,,
20201031_DWG_SN_2_test_image119.jpg,0,59.5,29.97,1783.215,,
20201031_DWG_SN_2_test_image120.jpg,0,60,29.97,1798.2,,
20201031_DWG_SN_2_test_image121.jpg,0,60.5,29.97,1813.185,,
20201031_DWG_SN_2_test_image122.jpg,0,61,29.97,1828.17,,
20201031_DWG_SN_2_test_image123.jpg,0,61.5,29.97,1843.155,,
20201031_DWG_SN_2_test_image124.jpg,0,62,29.97,1858.14,,
20201031_DWG_SN_2_test_image125.jpg,0,62.5,29.97,1873.125,,
20201031_DWG_SN_2_test_image126.jpg,0,63,29.97,1888.11,,
20201031_DWG_SN_2_test_image127.jpg,0,63.5,29.97,1903.095,,
20201031_DWG_SN_2_test_image128.jpg,0,64,29.97,1918.08,,
20201031_DWG_SN_2_test_image129.jpg,0,64.5,29.97,1933.065,,
20201031_DWG_SN_2_test_image130.jpg,0,65,29.97,1948.05,,
20201031_DWG_SN_2_test_image131.jpg,0,65.5,29.97,1963.035,,
20201031_DWG_SN_2_test_image132.jpg,0,66,29.97,1978.02,,
20201031_DWG_SN_2_test_image133.jpg,0,66.5,29.97,1993.005,,
20201031_DWG_SN_2_test_image134.jpg,0,67,29.97,2007.99,,
20201031_DWG_SN_2_test_image135.jpg,0,67.5,29.97,2022.975,,
20201031_DWG_SN_2_test_image136.jpg,0,68,29.97,2037.96,,
20201031_DWG_SN_2_test_image137.jpg,0,68.5,29.97,2052.945,,
20201031_DWG_SN_2_test_image138.jpg,0,69,29.97,2067.93,,
20201031_DWG_SN_2_test_image139.jpg,0,69.5,29.97,2082.915,,
20201031_DWG_SN_2_test_image140.jpg,0,70,29.97,2097.9,,
20201031_DWG_SN_2_test_image141.jpg,0,70.5,29.97,2112.885,,
20201031_DWG_SN_2_test_image142.jpg,0,71,29.97,2127.87,,
20201031_DWG_SN_2_test_image143.jpg,0,71.5,29.97,2142.855,,
20201031_DWG_SN_2_test_image144.jpg,0,72,29.97,2157.84,,
20201031_DWG_SN_2_test_image145.jpg,0,72.5,29.97,2172.825,,
20201031_DWG_SN_2_test_image146.jpg,0,73,29.97,2187.81,,
20201031_DWG_SN_2_test_image147.jpg,0,73.5,29.97,2202.795,,
20201031_DWG_SN_2_test_image148.jpg,0,74,29.97,2217.78,,
20201031_DWG_SN_2_test_image149.jpg,0,74.5,29.97,2232.765,,
20201031_DWG_SN_2_test_image150.jpg,0,75,29.97,2247.75,,
20201031_DWG_SN_2_test_image151.jpg,0,75.5,29.97,2262.735,,
20201031_DWG_SN_2_test_image152.jpg,0,76,29.97,2277.72,,
20201031_DWG_SN_2_test_image153.jpg,0,76.5,29.97,2292.705,,
20201031_DWG_SN_2_test_image154.jpg,0,77,29.97,2307.69,,
20201031_DWG_SN_2_test_image155.jpg,0,77.5,29.97,2322.675,,
20201031_DWG_SN_2_test_image156.jpg,0,78,29.97,2337.66,,
20201031_DWG_SN_2_test_image157.jpg,0,78.5,29.97,2352.645,,
20201031_DWG_SN_2_test_image158.jpg,0,79,29.97,2367.63,,
20201031_DWG_SN_2_test_image159.jpg,0,79.5,29.97,2382.615,,
20201031_DWG_SN_2_test_image160.jpg,0,80,29.97,2397.6,,
20201031_DWG_SN_2_test_image161.jpg,0,80.5,29.97,2412.585,,
20201031_DWG_SN_2_test_image162.jpg,0,81,29.97,2427.57,,
20201031_DWG_SN_2_test_image163.jpg,0,81.5,29.97,2442.555,,
20201031_DWG_SN_2_test_image164.jpg,0,82,29.97,2457.54,,
20201031_DWG_SN_2_test_image165.jpg,0,82.5,29.97,2472.525,,
20201031_DWG_SN_2_test_image166.jpg,0,83,29.97,2487.51,,
20201031_DWG_SN_2_test_image167.jpg,0,83.5,29.97,2502.495,,
20201031_DWG_SN_2_test_image168.jpg,0,84,29.97,2517.48,,
20201031_DWG_SN_2_test_image169.jpg,0,84.5,29.97,2532.465,,
20201031_DWG_SN_2_test_image170.jpg,0,85,29.97,2547.45,,
20201031_DWG_SN_2_test_image171.jpg,0,85.5,29.97,2562.435,,
20201031_DWG_SN_2_test_image172.jpg,0,86,29.97,2577.42,,
20201031_DWG_SN_2_test_image173.jpg,0,86.5,29.97,2592.405,,
20201031_DWG_SN_2_test_image174.jpg,1,87,29.97,2607.39,æ·,"2607.39,3881.115"
20201031_DWG_SN_2_test_image175.jpg,1,87.5,29.97,2622.375,æ·,
20201031_DWG_SN_2_test_image176.jpg,1,88,29.97,2637.36,æ·,
20201031_DWG_SN_2_test_image177.jpg,1,88.5,29.97,2652.345,æ·,
20201031_DWG_SN_2_test_image178.jpg,1,89,29.97,2667.33,æ·,
20201031_DWG_SN_2_test_image179.jpg,1,89.5,29.97,2682.315,æ·,
20201031_DWG_SN_2_test_image180.jpg,1,90,29.97,2697.3,æ·,
20201031_DWG_SN_2_test_image181.jpg,1,90.5,29.97,2712.285,æ·,
20201031_DWG_SN_2_test_image182.jpg,1,91,29.97,2727.27,æ·,
20201031_DWG_SN_2_test_image183.jpg,1,91.5,29.97,2742.255,æ·,
20201031_DWG_SN_2_test_image184.jpg,1,92,29.97,2757.24,æ·,
20201031_DWG_SN_2_test_image185.jpg,1,92.5,29.97,2772.225,æ·,
20201031_DWG_SN_2_test_image186.jpg,1,93,29.97,2787.21,æ·,
20201031_DWG_SN_2_test_image187.jpg,1,93.5,29.97,2802.195,æ·,
20201031_DWG_SN_2_test_image188.jpg,1,94,29.97,2817.18,æ·,
20201031_DWG_SN_2_test_image189.jpg,1,94.5,29.97,2832.165,æ·,
20201031_DWG_SN_2_test_image190.jpg,1,95,29.97,2847.15,æ·,
20201031_DWG_SN_2_test_image191.jpg,1,95.5,29.97,2862.135,æ·,
20201031_DWG_SN_2_test_image192.jpg,1,96,29.97,2877.12,æ·,
20201031_DWG_SN_2_test_image193.jpg,1,96.5,29.97,2892.105,æ·,
20201031_DWG_SN_2_test_image194.jpg,1,97,29.97,2907.09,æ·,
20201031_DWG_SN_2_test_image195.jpg,1,97.5,29.97,2922.075,æ·,
20201031_DWG_SN_2_test_image196.jpg,1,98,29.97,2937.06,æ·,
20201031_DWG_SN_2_test_image197.jpg,1,98.5,29.97,2952.045,æ·,
20201031_DWG_SN_2_test_image198.jpg,1,99,29.97,2967.03,æ·,
20201031_DWG_SN_2_test_image199.jpg,1,99.5,29.97,2982.015,æ·,
20201031_DWG_SN_2_test_image200.jpg,1,100,29.97,2997,æ·,
20201031_DWG_SN_2_test_image201.jpg,1,100.5,29.97,3011.985,æ·,
20201031_DWG_SN_2_test_image202.jpg,1,101,29.97,3026.97,æ·,
20201031_DWG_SN_2_test_image203.jpg,1,101.5,29.97,3041.955,æ·,
20201031_DWG_SN_2_test_image204.jpg,1,102,29.97,3056.94,æ·,
20201031_DWG_SN_2_test_image205.jpg,1,102.5,29.97,3071.925,æ·,
20201031_DWG_SN_2_test_image206.jpg,1,103,29.97,3086.91,æ·,
20201031_DWG_SN_2_test_image207.jpg,1,103.5,29.97,3101.895,æ·,
20201031_DWG_SN_2_test_image208.jpg,1,104,29.97,3116.88,æ·,
20201031_DWG_SN_2_test_image209.jpg,1,104.5,29.97,3131.865,æ·,
20201031_DWG_SN_2_test_image210.jpg,1,105,29.97,3146.85,æ·,
20201031_DWG_SN_2_test_image211.jpg,1,105.5,29.97,3161.835,æ·,
20201031_DWG_SN_2_test_image212.jpg,1,106,29.97,3176.82,æ·,
20201031_DWG_SN_2_test_image213.jpg,1,106.5,29.97,3191.805,æ·,
20201031_DWG_SN_2_test_image214.jpg,1,107,29.97,3206.79,æ·,
20201031_DWG_SN_2_test_image215.jpg,1,107.5,29.97,3221.775,æ·,
20201031_DWG_SN_2_test_image216.jpg,1,108,29.97,3236.76,æ·,
20201031_DWG_SN_2_test_image217.jpg,1,108.5,29.97,3251.745,æ·,
20201031_DWG_SN_2_test_image218.jpg,1,109,29.97,3266.73,æ·,
20201031_DWG_SN_2_test_image219.jpg,1,109.5,29.97,3281.715,æ·,
20201031_DWG_SN_2_test_image220.jpg,1,110,29.97,3296.7,æ·,
20201031_DWG_SN_2_test_image221.jpg,1,110.5,29.97,3311.685,æ·,
20201031_DWG_SN_2_test_image222.jpg,1,111,29.97,3326.67,æ·,
20201031_DWG_SN_2_test_image223.jpg,1,111.5,29.97,3341.655,æ·,
20201031_DWG_SN_2_test_image224.jpg,1,112,29.97,3356.64,æ·,
20201031_DWG_SN_2_test_image225.jpg,1,112.5,29.97,3371.625,æ·,
20201031_DWG_SN_2_test_image226.jpg,1,113,29.97,3386.61,æ·,
20201031_DWG_SN_2_test_image227.jpg,1,113.5,29.97,3401.595,æ·,
20201031_DWG_SN_2_test_image228.jpg,1,114,29.97,3416.58,æ·,
20201031_DWG_SN_2_test_image229.jpg,1,114.5,29.97,3431.565,æ·,
20201031_DWG_SN_2_test_image230.jpg,1,115,29.97,3446.55,æ·,
20201031_DWG_SN_2_test_image231.jpg,1,115.5,29.97,3461.535,æ·,
20201031_DWG_SN_2_test_image232.jpg,1,116,29.97,3476.52,æ·,
20201031_DWG_SN_2_test_image233.jpg,1,116.5,29.97,3491.505,æ·,
20201031_DWG_SN_2_test_image234.jpg,1,117,29.97,3506.49,æ·,
20201031_DWG_SN_2_test_image235.jpg,1,117.5,29.97,3521.475,æ·,
20201031_DWG_SN_2_test_image236.jpg,1,118,29.97,3536.46,æ·,
20201031_DWG_SN_2_test_image237.jpg,1,118.5,29.97,3551.445,æ·,
20201031_DWG_SN_2_test_image238.jpg,1,119,29.97,3566.43,æ·,
20201031_DWG_SN_2_test_image239.jpg,1,119.5,29.97,3581.415,æ·,
20201031_DWG_SN_2_test_image240.jpg,1,120,29.97,3596.4,æ·,
20201031_DWG_SN_2_test_image241.jpg,1,120.5,29.97,3611.385,æ·,
20201031_DWG_SN_2_test_image242.jpg,1,121,29.97,3626.37,æ·,
20201031_DWG_SN_2_test_image243.jpg,1,121.5,29.97,3641.355,æ·,
20201031_DWG_SN_2_test_image244.jpg,1,122,29.97,3656.34,æ·,
20201031_DWG_SN_2_test_image245.jpg,1,122.5,29.97,3671.325,æ·,
20201031_DWG_SN_2_test_image246.jpg,1,123,29.97,3686.31,æ·,
20201031_DWG_SN_2_test_image247.jpg,1,123.5,29.97,3701.295,æ·,
20201031_DWG_SN_2_test_image248.jpg,1,124,29.97,3716.28,æ·,
20201031_DWG_SN_2_test_image249.jpg,1,124.5,29.97,3731.265,æ·,
20201031_DWG_SN_2_test_image250.jpg,1,125,29.97,3746.25,æ·,
20201031_DWG_SN_2_test_image251.jpg,1,125.5,29.97,3761.235,æ·,
20201031_DWG_SN_2_test_image252.jpg,1,126,29.97,3776.22,æ·,
20201031_DWG_SN_2_test_image253.jpg,1,126.5,29.97,3791.205,æ·,
20201031_DWG_SN_2_test_image254.jpg,1,127,29.97,3806.19,æ·,
20201031_DWG_SN_2_test_image255.jpg,1,127.5,29.97,3821.175,æ·,
20201031_DWG_SN_2_test_image256.jpg,1,128,29.97,3836.16,æ·,
20201031_DWG_SN_2_test_image257.jpg,1,128.5,29.97,3851.145,æ·,
20201031_DWG_SN_2_test_image258.jpg,1,129,29.97,3866.13,æ·,
20201031_DWG_SN_2_test_image259.jpg,1,129.5,29.97,3881.115,æ·,
20201031_DWG_SN_2_test_image260.jpg,0,130,29.97,3896.1,,
20201031_DWG_SN_2_test_image261.jpg,0,130.5,29.97,3911.085,,
20201031_DWG_SN_2_test_image262.jpg,0,131,29.97,3926.07,,
20201031_DWG_SN_2_test_image263.jpg,0,131.5,29.97,3941.055,,
20201031_DWG_SN_2_test_image264.jpg,0,132,29.97,3956.04,,
20201031_DWG_SN_2_test_image265.jpg,0,132.5,29.97,3971.025,,
20201031_DWG_SN_2_test_image266.jpg,0,133,29.97,3986.01,,
20201031_DWG_SN_2_test_image267.jpg,0,133.5,29.97,4000.995,,
20201031_DWG_SN_2_test_image268.jpg,0,134,29.97,4015.98,,
20201031_DWG_SN_2_test_image269.jpg,0,134.5,29.97,4030.965,,
20201031_DWG_SN_2_test_image270.jpg,0,135,29.97,4045.95,,
20201031_DWG_SN_2_test_image271.jpg,0,135.5,29.97,4060.935,,
20201031_DWG_SN_2_test_image272.jpg,0,136,29.97,4075.92,,
20201031_DWG_SN_2_test_image273.jpg,0,136.5,29.97,4090.905,,
20201031_DWG_SN_2_test_image274.jpg,0,137,29.97,4105.89,,
20201031_DWG_SN_2_test_image275.jpg,0,137.5,29.97,4120.875,,
20201031_DWG_SN_2_test_image276.jpg,0,138,29.97,4135.86,,
20201031_DWG_SN_2_test_image277.jpg,0,138.5,29.97,4150.845,,
20201031_DWG_SN_2_test_image278.jpg,0,139,29.97,4165.83,,
20201031_DWG_SN_2_test_image279.jpg,0,139.5,29.97,4180.815,,
20201031_DWG_SN_2_test_image280.jpg,0,140,29.97,4195.8,,
20201031_DWG_SN_2_test_image281.jpg,0,140.5,29.97,4210.785,,
20201031_DWG_SN_2_test_image282.jpg,0,141,29.97,4225.77,,
20201031_DWG_SN_2_test_image283.jpg,0,141.5,29.97,4240.755,,
20201031_DWG_SN_2_test_image284.jpg,0,142,29.97,4255.74,,
20201031_DWG_SN_2_test_image285.jpg,0,142.5,29.97,4270.725,,
20201031_DWG_SN_2_test_image286.jpg,0,143,29.97,4285.71,,
20201031_DWG_SN_2_test_image287.jpg,0,143.5,29.97,4300.695,,
20201031_DWG_SN_2_test_image288.jpg,0,144,29.97,4315.68,,
20201031_DWG_SN_2_test_image289.jpg,0,144.5,29.97,4330.665,,
20201031_DWG_SN_2_test_image290.jpg,0,145,29.97,4345.65,,
20201031_DWG_SN_2_test_image291.jpg,0,145.5,29.97,4360.635,,
20201031_DWG_SN_2_test_image292.jpg,0,146,29.97,4375.62,,
20201031_DWG_SN_2_test_image293.jpg,0,146.5,29.97,4390.605,,
20201031_DWG_SN_2_test_image294.jpg,0,147,29.97,4405.59,,
20201031_DWG_SN_2_test_image295.jpg,0,147.5,29.97,4420.575,,
20201031_DWG_SN_2_test_image296.jpg,0,148,29.97,4435.56,,
20201031_DWG_SN_2_test_image297.jpg,0,148.5,29.97,4450.545,,
20201031_DWG_SN_2_test_image298.jpg,0,149,29.97,4465.53,,
20201031_DWG_SN_2_test_image299.jpg,0,149.5,29.97,4480.515,,
20201031_DWG_SN_2_test_image300.jpg,0,150,29.97,4495.5,,
20201031_DWG_SN_2_test_image301.jpg,0,150.5,29.97,4510.485,,
20201031_DWG_SN_2_test_image302.jpg,0,151,29.97,4525.47,,
20201031_DWG_SN_2_test_image303.jpg,0,151.5,29.97,4540.455,,
20201031_DWG_SN_2_test_image304.jpg,0,152,29.97,4555.44,,
20201031_DWG_SN_2_test_image305.jpg,0,152.5,29.97,4570.425,,
20201031_DWG_SN_2_test_image306.jpg,0,153,29.97,4585.41,,
20201031_DWG_SN_2_test_image307.jpg,0,153.5,29.97,4600.395,,
20201031_DWG_SN_2_test_image308.jpg,0,154,29.97,4615.38,,
20201031_DWG_SN_2_test_image309.jpg,0,154.5,29.97,4630.365,,
20201031_DWG_SN_2_test_image310.jpg,1,155,29.97,4645.35,æ·,"4645.35,7402.59"
20201031_DWG_SN_2_test_image311.jpg,1,155.5,29.97,4660.335,æ·,
20201031_DWG_SN_2_test_image312.jpg,1,156,29.97,4675.32,æ·,
20201031_DWG_SN_2_test_image313.jpg,1,156.5,29.97,4690.305,æ·,
20201031_DWG_SN_2_test_image314.jpg,1,157,29.97,4705.29,æ·,
20201031_DWG_SN_2_test_image315.jpg,1,157.5,29.97,4720.275,æ·,
20201031_DWG_SN_2_test_image316.jpg,1,158,29.97,4735.26,æ·,
20201031_DWG_SN_2_test_image317.jpg,1,158.5,29.97,4750.245,æ·,
20201031_DWG_SN_2_test_image318.jpg,1,159,29.97,4765.23,æ·,
20201031_DWG_SN_2_test_image319.jpg,1,159.5,29.97,4780.215,æ·,
20201031_DWG_SN_2_test_image320.jpg,1,160,29.97,4795.2,æ·,
20201031_DWG_SN_2_test_image321.jpg,1,160.5,29.97,4810.185,æ·,
20201031_DWG_SN_2_test_image322.jpg,1,161,29.97,4825.17,æ·,
20201031_DWG_SN_2_test_image323.jpg,1,161.5,29.97,4840.155,æ·,
20201031_DWG_SN_2_test_image324.jpg,1,162,29.97,4855.14,æ·,
20201031_DWG_SN_2_test_image325.jpg,1,162.5,29.97,4870.125,æ·,
20201031_DWG_SN_2_test_image326.jpg,1,163,29.97,4885.11,æ·,
20201031_DWG_SN_2_test_image327.jpg,1,163.5,29.97,4900.095,æ·,
20201031_DWG_SN_2_test_image328.jpg,1,164,29.97,4915.08,æ·,
20201031_DWG_SN_2_test_image329.jpg,1,164.5,29.97,4930.065,æ·,
20201031_DWG_SN_2_test_image330.jpg,1,165,29.97,4945.05,æ·,
20201031_DWG_SN_2_test_image331.jpg,1,165.5,29.97,4960.035,æ·,
20201031_DWG_SN_2_test_image332.jpg,1,166,29.97,4975.02,æ·,
20201031_DWG_SN_2_test_image333.jpg,1,166.5,29.97,4990.005,æ·,
20201031_DWG_SN_2_test_image334.jpg,1,167,29.97,5004.99,æ·,
20201031_DWG_SN_2_test_image335.jpg,1,167.5,29.97,5019.975,æ·,
20201031_DWG_SN_2_test_image336.jpg,1,168,29.97,5034.96,æ·,
20201031_DWG_SN_2_test_image337.jpg,1,168.5,29.97,5049.945,æ·,
20201031_DWG_SN_2_test_image338.jpg,1,169,29.97,5064.93,æ·,
20201031_DWG_SN_2_test_image339.jpg,1,169.5,29.97,5079.915,æ·,
20201031_DWG_SN_2_test_image340.jpg,1,170,29.97,5094.9,æ·,
20201031_DWG_SN_2_test_image341.jpg,1,170.5,29.97,5109.885,æ·,
20201031_DWG_SN_2_test_image342.jpg,1,171,29.97,5124.87,æ·,
20201031_DWG_SN_2_test_image343.jpg,1,171.5,29.97,5139.855,æ·,
20201031_DWG_SN_2_test_image344.jpg,1,172,29.97,5154.84,æ·,
20201031_DWG_SN_2_test_image345.jpg,1,172.5,29.97,5169.825,æ·,
20201031_DWG_SN_2_test_image346.jpg,1,173,29.97,5184.81,æ·,
20201031_DWG_SN_2_test_image347.jpg,1,173.5,29.97,5199.795,æ·,
20201031_DWG_SN_2_test_image348.jpg,1,174,29.97,5214.78,æ·,
20201031_DWG_SN_2_test_image349.jpg,1,174.5,29.97,5229.765,æ·,
20201031_DWG_SN_2_test_image350.jpg,1,175,29.97,5244.75,æ·,
20201031_DWG_SN_2_test_image351.jpg,1,175.5,29.97,5259.735,æ·,
20201031_DWG_SN_2_test_image352.jpg,1,176,29.97,5274.72,æ·,
20201031_DWG_SN_2_test_image353.jpg,1,176.5,29.97,5289.705,æ·,
20201031_DWG_SN_2_test_image354.jpg,1,177,29.97,5304.69,æ·,
20201031_DWG_SN_2_test_image355.jpg,1,177.5,29.97,5319.675,æ·,
